ID,FISCAL_YEAR,Giving
2298,2015,$251
2299,2015,$500
2299,2016,$200
2300,2012,$475
2300,2013,$608
2300,2015,$120
2301,2016,$220
2302,2012,$25
2302,2013,$25
2302,2016,$85
2304,2012,$450
2304,2013,$200
2304,2014,$270
2305,2012,$5
2305,2013,$75
2305,2014,"$2,886"
2306,2013,$756
2306,2015,$165
2306,2016,$101
2307,2012,$55
2307,2013,$110
2308,2013,$25
2308,2015,$126
2309,2012,"$30,500"
2309,2016,$50
2310,2012,"$30,500"
2310,2013,"$67,076"
2310,2015,$300
2310,2016,$150
2311,2012,$45
2311,2014,$25
2312,2015,$140
2313,2013,"$1,974"
2313,2014,"$1,140"
2313,2015,$1
2313,2016,$1
2314,2015,$120
2315,2014,$50
2315,2016,$196
2316,2013,$75
2316,2014,"$1,020"
2316,2015,$370
2317,2012,$650
2317,2013,"$1,005"
2317,2016,$280
2318,2012,$250
2319,2012,"$29,043"
2320,2012,$845
2320,2014,$195
2321,2014,"$1,001"
2322,2016,$101
2323,2016,$102
2325,2013,$6
2325,2014,$250
2325,2015,$75
2325,2016,$695
2326,2014,$30
2327,2013,"$1,500"
2327,2014,$311
2327,2015,$1
2327,2016,$620
2330,2013,"$1,005"
2330,2016,$120
2331,2013,"$1,549"
2331,2014,"$1,001"
2332,2013,$20
2332,2014,$50
2333,2012,"$3,050"
2333,2013,$280
2334,2012,$75
2334,2013,$6
2334,2015,"$1,695"
2335,2012,"$29,168"
2335,2013,$200
2336,2012,$53
2336,2013,"$66,910"
2336,2014,"$38,532"
2336,2016,"$41,009"
2337,2013,"$27,318"
2337,2015,"$38,352"
2337,2016,"$66,910"
2338,2012,"$39,962"
2338,2013,$53
2339,2014,$1
2340,2014,$500
2341,2014,"$1,652"
2341,2015,$121
2341,2016,$80
2342,2013,$475
2342,2016,$970
2344,2016,"$4,700"
2346,2013,$45
2346,2015,"$4,000"
2347,2014,"$1,200"
2347,2016,"$8,750"
2348,2013,"$12,500"
2349,2013,"$1,200"
2351,2015,"$8,750"
2352,2012,"$12,500"
2352,2014,"$15,000"
2352,2015,"$1,750"
2353,2012,"$48,455"
2353,2014,"$15,000"
2353,2016,$300
2354,2012,"$1,200"
2354,2013,"$45,630"
2354,2014,$300
2355,2012,$400
2355,2013,$80
2355,2015,$10
2355,2016,$126
2356,2015,$160
2356,2016,$120
2357,2012,"$3,200"
2357,2013,$250
2357,2014,$50
2357,2015,$100
2357,2016,$100
2358,2012,$10
2358,2014,$30
2358,2015,"$3,400"
2359,2012,$100
2360,2015,$1
2360,2016,"$1,500"
2361,2012,$350
2362,2012,$640
2362,2015,$100
2363,2013,"$3,400"
2363,2015,$50
2365,2012,$75
2365,2015,$425
2365,2016,$41
2366,2015,$100
2366,2016,$100
2367,2013,$60
2367,2014,"$2,500"
2368,2015,$175
2368,2016,$280
2370,2012,$65
2370,2013,$100
2370,2016,$50
2372,2014,"$3,200"
2373,2012,$10
2373,2013,$1
2373,2014,$781
2373,2015,$35
2376,2012,$281
2376,2014,"$3,390"
2376,2016,$100
2378,2016,$85
2379,2013,$500
2379,2014,$50
2379,2016,"$3,400"
2380,2014,$20
2381,2013,$50
2381,2014,$20
2381,2015,$20
2381,2016,$250
2383,2012,"$1,560"
2383,2015,$550
2385,2015,$260
2385,2016,$150
2386,2013,"$3,325"
2386,2014,$75
2386,2015,$150
2386,2016,$610
2387,2014,$10
2387,2015,$540
2387,2016,$150
2388,2012,$580
2388,2014,$100
2388,2015,$377
2388,2016,$25
2389,2013,$96
2389,2015,$725
2389,2016,$50
2390,2012,$150
2390,2014,$280
2392,2012,$100
2393,2014,$877
2394,2013,$171
2394,2016,$35
2395,2012,$150
2395,2013,"$3,301"
2395,2015,$96
2396,2013,"$55,050"
2396,2016,"$23,000"
2397,2012,"$46,000"
2398,2012,"$1,025"
2399,2012,$50
2399,2015,$20
2400,2013,"$1,100"
2400,2014,$635
2400,2016,"$2,070"
2401,2013,$32
2402,2012,$110
2402,2016,"$2,000"
2403,2015,"$2,035"
2403,2016,$258
2404,2014,"$1,000"
2405,2013,"$4,050"
2406,2012,"$2,180"
2406,2013,$400
2406,2015,$328
2406,2016,"$4,600"
2407,2012,"$2,000"
2407,2013,$676
2407,2014,"$1,902"
2407,2016,"$1,733"
2408,2014,"$6,763"
2408,2015,"$9,539"
2408,2016,"$6,769"
2409,2012,$240
2409,2013,"$1,290"
2409,2014,$260
2409,2015,$240
2409,2016,$434
2410,2013,$100
2410,2014,$324
2410,2016,$454
2411,2016,$20
2414,2012,$200
2414,2013,$260
2414,2014,$50
2414,2015,"$1,850"
2415,2016,$50
2416,2013,$180
2416,2016,$250
2417,2013,$260
2418,2014,$100
2421,2015,"$1,294"
2421,2016,$200
2422,2012,$200
2422,2013,$240
2422,2014,$40
2422,2015,"$2,040"
2422,2016,$200
2423,2012,$250
2424,2012,$50
2425,2012,"$1,369"
2425,2015,$520
2425,2016,$20
2426,2012,$40
2426,2014,$40
2427,2012,"$1,344"
2427,2013,$360
2428,2012,"$3,725"
2429,2012,$101
2430,2015,$120
2431,2012,$200
2431,2014,"$1,000"
2431,2015,"$1,100"
2432,2013,$100
2432,2014,$20
2433,2014,"$1,000"
2433,2015,$250
2435,2012,"$1,400"
2435,2013,"$3,600"
2435,2014,"$1,100"
2436,2012,$200
2437,2013,$200
2437,2016,$25
2438,2013,"$3,000"
2438,2015,"$1,000"
2440,2012,$70
2440,2013,"$10,050"
2441,2013,$140
2441,2014,$1
2442,2014,$1
2443,2012,$151
2443,2013,$270
2443,2016,$427
2444,2012,"$3,300"
2444,2013,"$3,000"
2444,2014,"$3,100"
2444,2015,"$3,100"
2444,2016,"$6,105"
2445,2015,"$1,200"
2445,2016,$10
2446,2013,$90
2446,2016,$25
2447,2013,$10
2447,2016,$144
2448,2016,$595
2450,2015,$10
2451,2012,$10
2451,2013,$60
2451,2014,$145
2451,2015,"$1,785"
2452,2012,$20
2453,2012,$10
2453,2013,$145
2455,2013,$144
2455,2014,$175
2455,2016,$125
2456,2012,"$7,350"
2456,2013,"$9,600"
2456,2014,"$3,200"
2458,2012,$95
2458,2013,$350
2458,2014,$520
2458,2015,$710
2459,2013,$20
2459,2014,$185
2459,2015,$50
2459,2016,$110
2460,2012,$300
2460,2013,$40
2460,2014,$300
2460,2015,$250
2461,2012,$95
2461,2013,$20
2461,2015,$160
2462,2012,$420
2462,2013,$75
2462,2015,$670
2462,2016,$110
2463,2012,$450
2464,2014,"$18,600"
2464,2015,"$18,600"
2465,2012,"$1,150"
2465,2015,$100
2467,2012,$400
2467,2013,$1
2467,2014,$51
2467,2015,$130
2468,2012,$120
2468,2013,"$2,250"
2468,2014,$51
2469,2013,$51
2469,2014,"$2,255"
2470,2014,$126
2471,2014,$80
2472,2013,$35
2472,2014,"$2,413"
2473,2012,$750
2474,2012,$125
2474,2013,$50
2475,2012,$30
2476,2012,"$5,763"
2476,2013,$150
2476,2014,$8
2476,2015,"$1,200"
2476,2016,$2
2477,2015,$100
2477,2016,$154
2478,2015,$45
2478,2016,$120
2479,2013,$272
2479,2014,$85
2479,2015,$750
2479,2016,$670
2480,2014,$80
2480,2015,$100
2480,2016,$35
2481,2013,$1
2481,2014,$60
2481,2015,"$3,750"
2481,2016,$9
2482,2012,"$2,255"
2482,2014,$150
2482,2015,$185
2483,2013,$50
2483,2014,$195
2483,2016,$1
2484,2014,$120
2484,2016,$25
2485,2012,$175
2485,2013,$200
2487,2014,$180
2488,2013,$25
2489,2013,$125
2489,2015,$500
2489,2016,$1
2490,2015,$175
2490,2016,$1
2491,2014,$40
2491,2016,$50
2492,2012,$80
2492,2013,$25
2492,2016,$20
2493,2012,"$1,720"
2493,2013,$163
2493,2014,"$3,958"
2493,2015,$58
2493,2016,$5
2494,2014,$250
2494,2015,$180
2494,2016,$21
2496,2014,$100
2496,2016,"$2,300"
2499,2012,$120
2499,2014,"$10,000"
2499,2015,$20
2499,2016,$35
2500,2013,"$1,260"
2501,2015,$2
2502,2016,$150
2503,2012,$15
2503,2013,$51
2503,2014,"$2,255"
2503,2015,$2
2505,2012,$120
2505,2013,$120
2505,2014,$10
2505,2015,$242
2506,2013,$50
2506,2015,"$3,750"
2507,2012,$50
2507,2013,$100
2507,2015,$500
2507,2016,$159
2508,2012,$24
2508,2014,$100
2509,2012,$50
2510,2013,$1
2510,2014,$25
2510,2016,$500
2511,2012,$100
2511,2013,$50
2512,2013,$105
2512,2015,$300
2512,2016,$120
2513,2014,$100
2514,2013,$130
2514,2015,$1
2514,2016,$230
2515,2014,$171
2516,2014,$50
2516,2015,$25
2516,2016,$20
2517,2012,$20
2517,2016,$130
2518,2012,"$16,080"
2519,2015,$136
2520,2012,$450
2520,2014,$180
2522,2015,$300
2523,2013,"$1,101"
2523,2015,$750
2524,2013,$1
2524,2014,$403
2524,2015,"$3,110"
2525,2015,"$2,772"
2526,2013,$451
2526,2015,$40
2526,2016,"$2,250"
2527,2014,$83
2527,2016,"$1,500"
2528,2012,$30
2528,2015,$50
2529,2013,$250
2529,2016,$210
2530,2012,"$1,500"
2531,2016,$50
2532,2012,$351
2532,2013,$50
2534,2012,$275
2535,2013,$570
2535,2015,$400
2536,2012,"$10,000"
2536,2013,"$10,000"
2536,2015,"$20,000"
2536,2016,"$30,650"
2537,2012,"$3,000"
2537,2013,$350
2537,2014,"$3,000"
2537,2015,"$3,370"
2537,2016,$250
2538,2012,$250
2538,2013,$50
2539,2012,"$3,050"
2542,2012,"$3,000"
2542,2013,$5
2542,2015,$250
2543,2014,$25
2543,2015,"$2,600"
2543,2016,$250
2544,2012,"$2,550"
2544,2013,$150
2544,2015,"$3,050"
2546,2015,$25
2546,2016,$295
2547,2012,"$2,895"
2547,2013,"$2,545"
2547,2014,$200
2547,2016,$50
2548,2012,"$1,400"
2548,2016,$420
2549,2016,"$3,120"
2550,2012,$25
2550,2014,$400
2550,2015,$790
2550,2016,"$2,550"
2551,2012,$210
2551,2014,"$2,525"
2551,2015,$50
2551,2016,"$2,575"
2553,2012,"$17,600"
2553,2013,"$6,180"
2554,2012,"$7,000"
2554,2013,"$7,005"
2554,2016,"$7,000"
2557,2014,$50
2557,2015,$50
2558,2012,$50
2558,2013,$205
2558,2014,$1
2558,2015,$50
2559,2012,$100
2559,2013,$250
2560,2014,$100
2561,2015,$200
2561,2016,$390
2562,2014,$1
2562,2016,$250
2563,2014,$100
2563,2015,$25
2563,2016,$250
2564,2012,$11
2564,2013,$20
2565,2015,$200
2565,2016,$20
2566,2012,$100
2567,2012,"$1,000"
2567,2013,$100
2568,2012,$100
2569,2012,$86
2570,2012,$110
2570,2013,"$1,000"
2570,2014,$100
2570,2015,$50
2570,2016,$11
2571,2016,$550
2572,2014,$25
2572,2015,$1
2572,2016,$100
2573,2012,$550
2573,2014,$520
2573,2016,$610
2574,2012,$1
2574,2014,$100
2574,2016,$100
2576,2013,$50
2576,2014,$250
2576,2015,$450
2576,2016,$250
2578,2013,$726
2578,2016,$2
2579,2012,$25
2579,2013,$10
2579,2014,$50
2579,2015,$75
2579,2016,$20
2580,2012,$1
2582,2012,$350
2582,2013,$30
2582,2014,$100
2582,2016,$100
2583,2012,$25
2583,2013,$100
2583,2016,$130
2585,2012,$150
2585,2013,$1
2585,2014,"$1,200"
2586,2015,$25
2587,2013,$500
2589,2014,$100
2590,2012,$25
2590,2013,$50
2591,2012,$10
2591,2013,$650
2592,2015,$25
2592,2016,$260
2593,2016,$25
2594,2016,$20
2595,2012,"$28,800"
2595,2013,"$45,405"
2595,2016,"$79,000"
2596,2012,"$54,000"
2596,2013,"$27,000"
2596,2015,"$33,000"
2596,2016,"$8,200"
2597,2012,"$10,200"
2598,2014,"$10,398"
2598,2015,$50
2598,2016,$148
2599,2012,"$2,500"
2599,2013,$400
2599,2014,"$10,200"
2600,2015,$50
2601,2012,"$2,500"
2601,2016,$100
2602,2015,"$10,200"
2602,2016,$1
2603,2012,"$10,200"
2603,2013,"$4,173"
2603,2014,$1
2603,2015,$50
2604,2014,$100
2604,2016,$149
2605,2013,$2
2605,2014,$180
2605,2015,$980
2605,2016,$980
2606,2012,$40
2606,2013,$25
2606,2014,$50
2606,2015,$200
2606,2016,$50
2607,2012,"$2,000"
2607,2013,$70
2607,2015,$1
2607,2016,$275
2608,2012,$125
2608,2014,$30
2609,2012,$50
2609,2013,$100
2609,2014,$270
2610,2012,$25
2610,2013,$100
2610,2014,$50
2610,2016,$50
2611,2012,$40
2611,2013,$1
2611,2014,$100
2611,2016,$150
2612,2014,$50
2613,2013,$25
2613,2016,$500
2614,2012,$180
2615,2015,$250
2616,2012,"$1,125"
2616,2015,$100
2616,2016,$200
2617,2012,$100
2617,2014,"$2,090"
2617,2015,$100
2617,2016,"$1,040"
2618,2014,$820
2618,2016,$50
2619,2012,$20
2619,2014,$50
2622,2014,$50
2622,2015,$180
2623,2015,$320
2624,2013,$25
2624,2014,$540
2624,2015,$25
2624,2016,$120
2625,2012,$50
2625,2016,$700
2626,2012,$50
2626,2013,$100
2626,2015,$40
2626,2016,$1
2627,2012,$65
2627,2014,$40
2627,2015,$50
2628,2016,$195
2629,2013,"$3,000"
2629,2014,$25
2629,2016,$1
2630,2012,$25
2630,2014,$50
2630,2015,"$1,000"
2630,2016,$50
2632,2013,$50
2632,2016,$100
2633,2015,$35
2633,2016,"$2,050"
2634,2015,$40
2634,2016,$20
2635,2015,$320
2636,2016,$35
2637,2012,"$1,000"
2637,2015,$50
2637,2016,$101
2638,2013,$430
2640,2012,$100
2640,2016,$1
2641,2016,$1
2643,2016,$75
2644,2012,$50
2644,2014,$500
2644,2016,$20
2646,2015,$300
2647,2013,$150
2648,2012,$300
2648,2013,$20
2649,2013,$120
2650,2012,"$3,419"
2650,2013,$155
2650,2015,$101
2650,2016,$100
2651,2012,$500
2651,2013,$40
2653,2015,$50
2654,2012,$240
2654,2014,$175
2654,2015,$1
2654,2016,$120
2655,2013,$50
2656,2014,$50
2656,2015,$100
2656,2016,$100
2657,2013,$100
2658,2015,$800
2658,2016,$180
2659,2016,$25
2660,2015,$105
2660,2016,$20
2661,2015,$70
2662,2012,$50
2662,2013,$100
2662,2016,$100
2663,2014,$200
2663,2015,$220
2663,2016,$50
2664,2012,$70
2664,2014,$50
2664,2015,$20
2666,2012,$51
2666,2013,"$1,000"
2666,2014,$100
2666,2015,$40
2666,2016,"$3,225"
2667,2015,$50
2668,2013,$100
2668,2015,$585
2668,2016,$600
2669,2013,"$2,005"
2670,2012,$40
2670,2014,$590
2671,2012,$120
2671,2013,$125
2671,2014,$125
2673,2013,$25
2674,2012,$250
2674,2013,"$3,125"
2674,2015,$165
2675,2013,$227
2675,2014,$100
2675,2015,$50
2676,2013,$100
2677,2013,$5
2677,2014,$210
2677,2015,$1
2677,2016,$20
2678,2014,$21
2679,2014,$70
2679,2015,$500
2680,2014,$35
2681,2015,$70
2682,2012,"$3,020"
2682,2016,$250
2683,2016,$1
2685,2013,"$1,125"
2687,2013,$250
2687,2016,$180
2688,2012,$291
2688,2013,$20
2689,2012,$21
2689,2014,$180
2691,2012,"$24,800"
2691,2013,"$8,400"
2691,2016,"$4,800"
2692,2013,"$4,400"
2693,2012,$175
2693,2013,"$4,830"
2693,2014,$100
2694,2016,$350
2695,2012,$25
2695,2013,$200
2695,2016,$25
2697,2012,$25
2697,2014,$200
2697,2015,"$2,270"
2698,2012,$150
2698,2014,$300
2698,2015,"$2,090"
2698,2016,"$2,200"
2700,2013,$20
2700,2014,$350
2700,2015,$5
2701,2012,$25
2701,2016,$150
2702,2012,$100
2702,2013,$150
2702,2015,$20
2703,2014,"$12,967"
2704,2012,"$8,910"
2704,2014,"$36,000"
2704,2015,"$67,165"
2705,2013,"$3,460"
2706,2012,$20
2706,2016,$20
2707,2012,$300
2707,2014,$130
2708,2013,$600
2708,2015,$180
2709,2016,$120
2710,2012,$450
2710,2014,$20
2710,2016,$25
2711,2013,$100
2713,2012,$100
2713,2016,$75
2714,2015,$150
2715,2013,"$3,360"
2716,2012,$450
2716,2013,$20
2716,2016,$50
2718,2012,$20
2719,2012,$75
2719,2013,$480
2719,2016,$200
2720,2012,$200
2721,2012,$140
2721,2013,$100
2721,2014,$20
2721,2015,$20
2721,2016,$437
2722,2012,$10
2722,2013,$175
2722,2014,$75
2722,2015,$5
2723,2012,"$3,050"
2723,2013,$50
2724,2013,$140
2724,2016,"$3,075"
2725,2012,$50
2725,2014,$90
2725,2015,$150
2726,2014,$55
2727,2012,$200
2727,2016,"$3,050"
2729,2014,$150
2729,2015,$300
2729,2016,$15
2730,2016,$5
2731,2016,$120
2732,2012,$450
2732,2014,"$3,150"
2732,2016,"$1,180"
2735,2012,$245
2735,2013,$100
2736,2012,$255
2736,2013,$600
2737,2012,"$3,330"
2737,2013,"$1,500"
2737,2015,$100
2737,2016,"$10,000"
2738,2013,$180
2739,2012,"$1,079"
2739,2013,$144
2739,2014,$20
2739,2015,$100
2739,2016,"$3,050"
2740,2013,$45
2740,2014,$330
2742,2016,$60
2743,2012,$290
2743,2016,$50
2744,2014,"$3,000"
2744,2015,$354
2745,2012,$1
2745,2014,$60
2745,2015,$20
2747,2014,$25
2748,2012,$150
2748,2013,$250
2748,2014,$775
2750,2012,$175
2750,2014,"$3,495"
2751,2012,$600
2751,2013,$50
2751,2016,"$3,360"
2753,2013,$854
2753,2015,$75
2753,2016,$40
2754,2012,"$20,000"
2754,2014,"$80,000"
2754,2015,"$220,000"
2754,2016,"$80,000"
2755,2015,$100
2755,2016,$475
2756,2012,$625
2756,2013,$600
2756,2015,"$7,600"
2757,2012,$5
2757,2015,"$4,500"
2758,2012,$50
2758,2013,$100
2758,2015,$100
2759,2012,$235
2759,2013,"$4,550"
2759,2014,"$1,600"
2759,2015,"$1,175"
2759,2016,$150
2761,2012,$100
2761,2013,$5
2763,2012,$50
2763,2013,$100
2764,2012,$100
2764,2013,$100
2764,2015,$400
2765,2012,"$1,550"
2765,2015,$100
2768,2012,$60
2768,2014,"$1,500"
2768,2016,$400
2769,2014,$100
2772,2013,$25
2772,2014,$100
2772,2016,$695
2773,2015,$50
2774,2015,"$3,100"
2775,2012,$50
2775,2013,$50
2775,2014,"$52,100"
2775,2015,$800
2776,2012,$26
2776,2016,$125
2777,2014,$40
2777,2015,$100
2778,2012,"$1,000"
2778,2014,$25
2778,2015,"$7,720"
2779,2012,$26
2779,2014,$100
2781,2012,$2
2781,2014,$26
2781,2015,$50
2781,2016,$100
2783,2012,$225
2783,2013,$20
2783,2014,"$7,790"
2783,2015,$500
2783,2016,"$30,975"
2784,2015,$1
2785,2014,"$10,550"
2785,2015,$200
2786,2015,$101
2787,2014,$138
2787,2015,$21
2787,2016,$100
2788,2012,"$1,000"
2788,2014,"$1,000"
2788,2015,$50
2789,2013,$1
2790,2014,$100
2790,2015,$246
2791,2012,$100
2791,2015,$46
2792,2012,"$4,290"
2792,2015,"$127,809"
2793,2013,$100
2794,2013,$2
2794,2016,$1
2795,2014,$100
2796,2013,$1
2796,2015,$251
2798,2012,$100
2798,2013,$400
2798,2015,$240
2798,2016,$528
2799,2012,$297
2799,2014,"$6,671"
2799,2015,"$1,725"
2800,2012,$40
2800,2013,$180
2800,2016,$275
2801,2014,$125
2801,2015,$50
2802,2012,$25
2802,2013,$105
2802,2014,$100
2802,2015,$200
2804,2016,$55
2805,2012,$170
2805,2013,$100
2805,2014,$150
2805,2015,$427
2806,2013,$75
2806,2016,$150
2807,2013,"$5,500"
2808,2014,$200
2809,2015,$100
2810,2014,$250
2811,2014,$150
2811,2015,$6
2812,2014,$200
2812,2015,$370
2814,2014,$300
2816,2016,$50
2818,2013,$120
2818,2014,$1
2818,2016,$252
2819,2012,"$1,625"
2819,2013,$100
2819,2016,$1
2820,2012,$1
2820,2014,"$1,625"
2820,2015,$250
2821,2012,"$2,690"
2821,2014,$1
2821,2015,$100
2822,2012,$220
2822,2013,$891
2825,2012,$50
2825,2014,$252
2825,2015,$150
2825,2016,$50
2826,2016,$75
2827,2013,$305
2827,2014,$200
2828,2013,"$5,500"
2828,2014,$101
2828,2015,$45
2828,2016,$11
2829,2012,$51
2829,2013,$450
2829,2014,$250
2830,2012,$25
2830,2013,"$5,450"
2832,2013,$150
2832,2015,$100
2832,2016,$15
2833,2014,$210
2833,2015,$150
2833,2016,$151
2834,2014,$1
2834,2015,$200
2835,2012,$15
2835,2014,$356
2836,2013,"$2,670"
2837,2013,$240
2837,2014,$420
2837,2015,$26
2838,2012,"$13,200"
2838,2013,"$10,000"
2838,2014,"$26,450"
2838,2015,"$10,000"
2838,2016,"$13,250"
2839,2012,$440
2839,2013,$100
2839,2014,$350
2839,2015,$180
2840,2012,$144
2840,2016,$75
2841,2012,$100
2841,2015,$200
2842,2012,$690
2842,2014,$725
2842,2015,$100
2843,2013,$400
2843,2016,$550
2844,2012,$100
2844,2014,$50
2844,2015,$100
2845,2012,$101
2845,2013,$100
2845,2014,$50
2845,2015,$50
2845,2016,$750
2846,2012,$175
2846,2014,$960
2846,2015,$300
2846,2016,$851
2847,2014,$1
2847,2015,$100
2850,2012,$225
2850,2014,$280
2850,2015,$100
2851,2015,$150
2851,2016,$1
2852,2014,$500
2852,2016,$75
2853,2015,$100
2854,2012,$75
2854,2013,$640
2854,2016,$300
2855,2013,$50
2856,2013,$100
2856,2014,$200
2856,2015,$700
2856,2016,$100
2857,2013,"$22,000"
2857,2014,"$6,000"
2857,2015,"$9,500"
2857,2016,"$9,000"
2858,2013,$120
2859,2013,"$2,000"
2860,2015,$200
2860,2016,$200
2861,2012,$125
2861,2013,$770
2861,2014,$450
2863,2012,"$1,500"
2863,2013,"$1,600"
2863,2015,$100
2863,2016,$325
2864,2013,$50
2864,2014,$120
2866,2013,$100
2866,2014,"$2,120"
2866,2015,$100
2867,2013,$120
2867,2014,"$1,725"
2867,2016,$70
2868,2012,"$3,125"
2868,2014,"$5,000"
2868,2015,"$5,000"
2868,2016,"$3,125"
2869,2012,$100
2869,2013,"$5,000"
2869,2016,$100
2870,2014,$100
2870,2015,"$3,225"
2870,2016,"$10,000"
2871,2015,$345
2871,2016,$25
2872,2014,$2
2873,2015,$50
2873,2016,$101
2874,2015,$56
2874,2016,$151
2875,2015,$52
2876,2012,$1
2876,2013,$101
2876,2014,$120
2879,2012,$180
2881,2016,$20
2882,2013,$1
2882,2015,"$1,155"
2883,2012,$1
2883,2015,$151
2884,2016,$5
2885,2012,$1
2885,2014,$100
2885,2016,$1
2886,2015,$25
2887,2012,$51
2887,2014,$102
2887,2015,$120
2887,2016,"$3,100"
2888,2014,$375
2888,2015,$1
2890,2014,$40
2891,2016,$100
2892,2012,$1
2892,2014,$22
2892,2015,$41
2893,2014,$1
2894,2013,$1
2895,2016,$1
2896,2015,$26
2897,2013,$1
2897,2015,$1
2897,2016,$75
2899,2012,$100
2900,2013,$1
2900,2014,$175
2900,2015,$50
2900,2016,$120
2901,2014,"$10,372"
2901,2015,"$13,080"
2901,2016,"$2,000"
2902,2012,"$3,050"
2903,2013,"$9,372"
2903,2014,"$3,000"
2903,2016,"$2,000"
2904,2012,$10
2905,2015,$100
2906,2012,$100
2906,2013,$705
2906,2014,$250
2906,2015,$240
2906,2016,$100
2907,2012,$551
2907,2013,$300
2907,2014,$80
2907,2015,$1
2908,2012,$240
2909,2014,$40
2910,2014,"$1,500"
2910,2016,$1
2911,2014,$1
2911,2016,"$1,500"
2912,2013,$200
2913,2012,$100
2913,2014,"$1,760"
2914,2016,"$1,500"
2915,2014,$1
2915,2016,$22
2916,2014,"$1,500"
2916,2016,$240
2917,2012,$100
2917,2013,$300
2917,2014,"$1,055"
2917,2016,$240
2918,2014,"$9,620"
2919,2013,$50
2920,2013,$50
2920,2014,"$3,575"
2920,2015,$5
2921,2012,$136
2922,2013,$100
2922,2014,$36
2922,2015,$10
2923,2012,$5
2923,2016,"$3,125"
2924,2013,"$2,655"
2924,2015,"$2,605"
2924,2016,$5
2926,2012,$90
2926,2013,"$2,475"
2927,2013,"$7,500"
2927,2014,"$3,000"
2927,2015,"$7,500"
2927,2016,"$2,750"
2928,2014,"$5,100"
2928,2016,"$9,000"
2929,2014,$660
2929,2015,$10
2930,2016,$25
2932,2014,$100
2932,2016,$300
2933,2014,$180
2933,2015,$25
2934,2012,$400
2934,2013,$741
2935,2012,$40
2935,2013,$50
2935,2015,$25
2935,2016,$275
2936,2014,$175
2936,2015,$345
2937,2014,$450
2938,2012,$110
2938,2014,$565
2938,2015,$75
2938,2016,$120
2939,2013,$100
2940,2012,$325
2940,2014,$1
2940,2015,$200
2940,2016,$20
2941,2016,$110
2942,2015,$25
2942,2016,$150
2943,2014,$1
2944,2014,$66
2944,2015,$26
2944,2016,$25
2945,2015,$50
2946,2014,$210
2947,2013,$100
2947,2014,$350
2949,2013,$120
2949,2015,$280
2949,2016,$50
2952,2012,$1
2952,2014,$15
2953,2016,$150
2954,2012,$25
2954,2013,$125
2954,2014,$55
2954,2016,$200
2955,2015,$220
2955,2016,$65
2956,2013,$1
2956,2014,$100
2956,2015,"$1,110"
2956,2016,$25
2957,2013,$67
2957,2016,$150
2958,2012,$50
2959,2015,$20
2960,2015,$150
2961,2015,$75
2962,2012,$110
2962,2013,$100
2962,2014,$125
2962,2015,$110
2963,2014,$200
2963,2015,$100
2964,2012,$75
2964,2013,$111
2964,2014,$360
2964,2015,$40
2964,2016,$25
2965,2013,$50
2966,2012,$100
2967,2012,$200
2967,2013,$30
2967,2015,$25
2968,2014,$50
2968,2016,"$3,750"
2969,2012,$400
2969,2013,$400
2969,2015,"$3,894"
2970,2015,$144
2970,2016,"$3,500"
2971,2012,$60
2971,2013,"$3,750"
2971,2016,"$12,788"
2972,2014,"$21,100"
2972,2015,"$7,000"
2972,2016,"$7,000"
2973,2012,"$7,000"
2973,2015,"$14,000"
2974,2013,$500
2974,2016,"$3,000"
2975,2013,$200
2975,2016,$125
2976,2015,$1
2977,2012,$200
2977,2013,$150
2977,2015,$100
2978,2012,$50
2978,2013,$100
2980,2012,$35
2980,2013,$11
2980,2014,"$1,000"
2981,2012,"$3,105"
2981,2013,$60
2982,2013,$137
2982,2014,$250
2982,2015,$25
2982,2016,$5
2984,2012,$210
2984,2013,$1
2985,2013,$125
2986,2012,$250
2986,2014,$250
2987,2013,$20
2987,2014,$50
2987,2015,"$3,167"
2988,2013,"$1,000"
2988,2014,$140
2988,2015,$100
2988,2016,"$3,292"
2991,2012,$200
2991,2014,$25
2992,2012,$1
2992,2013,$25
2992,2015,$25
2992,2016,$100
2993,2012,$50
2993,2014,$20
2994,2013,$125
2994,2014,$500
2995,2012,$100
2995,2013,$50
2995,2014,$25
2995,2015,$10
2995,2016,$25
2996,2014,"$1,100"
2996,2016,$175
2997,2016,$5
2998,2012,"$10,756"
2998,2013,"$10,880"
2998,2016,"$7,950"
2999,2012,"$3,200"
2999,2014,$300
3000,2013,$50
3000,2014,$200
3000,2016,"$3,200"
3001,2013,"$4,125"
3001,2014,"$3,200"
3001,2015,"$4,325"
3002,2014,"$1,144"
3002,2016,$260
3003,2016,"$1,120"
3004,2012,$100
3004,2013,$75
3004,2014,$35
3004,2015,$200
3004,2016,$26
3006,2012,$35
3006,2013,"$1,144"
3006,2014,$375
3006,2015,$50
3006,2016,$100
3007,2012,$25
3007,2013,$25
3007,2014,$100
3007,2015,$125
3009,2012,$60
3009,2013,$201
3009,2014,$50
3009,2015,$275
3009,2016,$100
3010,2013,$200
3011,2012,$180
3011,2014,$50
3011,2016,$32
3013,2013,$35
3015,2012,$50
3015,2013,$25
3015,2014,$50
3016,2014,$50
3016,2016,$250
3019,2013,$50
3019,2016,$50
3020,2013,$50
3020,2016,$100
3021,2012,$225
3021,2013,$125
3021,2014,$150
3022,2012,$250
3023,2012,$50
3023,2013,$205
